Timestamp;Scope;Parameter;Measurement (µs);Fault A Flag;Fault B Flag;Temperature;Humidity
2024-10-08 18:59:40;Scope_1_BOT_CH;P6;45.51;0;0;25.0;45.0
2024-10-08 18:59:40;Scope_1_BOT_CH;P7;45.53;0;0;25.0;45.0
2024-10-08 18:59:40;Scope_1_BOT_CH;P8;45.51;0;0;25.0;45.0
2024-10-08 18:59:41;Scope_1_BOT_CH;P1;45.52;0;0;25.0;45.0
2024-10-08 18:59:41;Scope_1_BOT_CH;P2;45.55;0;0;25.0;45.0
2024-10-08 18:59:41;Scope_1_BOT_CH;P3;45.53;0;0;25.0;45.0
2024-10-08 18:59:41;Scope_1_BOT_CH;P4;45.53;0;0;25.0;45.0
2024-10-08 18:59:41;Scope_1_BOT_CH;P5;45.54;0;0;25.0;45.0
2024-10-08 18:59:41;Scope_1_BOT_CH;P6;45.53;0;0;25.0;45.0
2024-10-08 18:59:42;Scope_1_BOT_CH;P7;45.54;0;0;25.0;45.0
2024-10-08 18:59:42;Scope_1_BOT_CH;P8;45.52;0;0;25.0;45.0
2024-10-08 18:59:43;Scope_1_BOT_CH;P1;45.54;0;0;25.0;45.0
2024-10-08 18:59:43;Scope_1_BOT_CH;P2;45.56;0;0;25.0;45.0
2024-10-08 18:59:43;Scope_1_BOT_CH;P3;45.54;0;0;25.0;45.0
2024-10-08 18:59:43;Scope_1_BOT_CH;P4;45.52;0;0;25.0;45.0
2024-10-08 18:59:43;Scope_1_BOT_CH;P5;45.53;0;0;25.0;45.0
2024-10-08 18:59:43;Scope_1_BOT_CH;P6;45.54;0;0;25.0;45.0
2024-10-08 18:59:43;Scope_1_BOT_CH;P7;45.53;0;0;25.0;45.0
2024-10-08 18:59:44;Scope_1_BOT_CH;P8;45.52;0;0;25.0;45.0
2024-10-08 18:59:45;Scope_1_BOT_CH;P1;45.51;0;0;25.0;45.0
2024-10-08 18:59:45;Scope_1_BOT_CH;P2;45.57;0;0;25.0;45.0
2024-10-08 18:59:45;Scope_1_BOT_CH;P3;45.53;0;0;25.0;45.0
2024-10-08 18:59:45;Scope_1_BOT_CH;P4;45.53;0;0;25.0;45.0
2024-10-08 18:59:45;Scope_1_BOT_CH;P5;45.55;0;0;25.0;45.0
2024-10-08 18:59:45;Scope_1_BOT_CH;P6;45.52;0;0;25.0;45.0
2024-10-08 18:59:45;Scope_1_BOT_CH;P7;45.54;0;0;25.0;45.0
2024-10-08 18:59:45;Scope_1_BOT_CH;P8;45.52;0;0;25.0;45.0
2024-10-08 18:59:46;Scope_1_BOT_CH;P1;45.52;0;0;25.0;45.0
2024-10-08 18:59:46;Scope_1_BOT_CH;P2;45.53;0;0;25.0;45.0
2024-10-08 18:59:46;Scope_1_BOT_CH;P3;45.52;0;0;25.0;45.0
2024-10-08 18:59:47;Scope_1_BOT_CH;P4;45.52;0;0;25.0;45.0
2024-10-08 18:59:47;Scope_1_BOT_CH;P5;45.54;0;0;25.0;45.0
2024-10-08 18:59:47;Scope_1_BOT_CH;P6;45.53;0;0;25.0;45.0
2024-10-08 18:59:47;Scope_1_BOT_CH;P7;45.54;0;0;25.0;45.0
2024-10-08 18:59:47;Scope_1_BOT_CH;P8;45.53;0;0;25.0;45.0
2024-10-08 18:59:48;Scope_1_BOT_CH;P1;45.51;0;0;25.0;45.0
2024-10-08 18:59:48;Scope_1_BOT_CH;P2;45.51;0;0;25.0;45.0
2024-10-08 18:59:48;Scope_1_BOT_CH;P3;45.53;0;0;25.0;45.0
2024-10-08 18:59:48;Scope_1_BOT_CH;P4;45.56;0;0;25.0;45.0
2024-10-08 18:59:48;Scope_1_BOT_CH;P5;45.53;0;0;25.0;45.0
2024-10-08 18:59:48;Scope_1_BOT_CH;P6;45.53;0;0;25.0;45.0
2024-10-08 18:59:49;Scope_1_BOT_CH;P7;45.52;0;0;25.0;45.0
2024-10-08 18:59:49;Scope_1_BOT_CH;P8;45.53;0;0;25.0;45.0
2024-10-08 18:59:50;Scope_1_BOT_CH;P1;45.52;0;0;25.0;45.0
2024-10-08 18:59:50;Scope_1_BOT_CH;P2;45.54;0;0;25.0;45.0
2024-10-08 18:59:50;Scope_1_BOT_CH;P3;45.55;0;0;25.0;45.0
2024-10-08 18:59:50;Scope_1_BOT_CH;P4;45.54;0;0;25.0;45.0
2024-10-08 18:59:50;Scope_1_BOT_CH;P5;45.53;0;0;25.0;45.0
2024-10-08 18:59:50;Scope_1_BOT_CH;P6;45.51;0;0;25.0;45.0
2024-10-08 18:59:50;Scope_1_BOT_CH;P7;45.51;0;0;25.0;45.0
2024-10-08 18:59:51;Scope_1_BOT_CH;P8;45.52;0;0;25.0;45.0
2024-10-08 18:59:52;Scope_1_BOT_CH;P1;45.53;0;0;25.0;45.0
2024-10-08 18:59:52;Scope_1_BOT_CH;P2;45.55;0;0;25.0;45.0
2024-10-08 18:59:52;Scope_1_BOT_CH;P3;45.54;0;0;25.0;45.0
2024-10-08 18:59:52;Scope_1_BOT_CH;P4;45.56;0;0;25.0;45.0
2024-10-08 18:59:52;Scope_1_BOT_CH;P5;45.55;0;0;25.0;45.0
2024-10-08 18:59:52;Scope_1_BOT_CH;P6;45.52;0;0;25.0;45.0
2024-10-08 18:59:52;Scope_1_BOT_CH;P7;45.54;0;0;25.0;45.0
2024-10-08 18:59:52;Scope_1_BOT_CH;P8;45.51;0;0;25.0;45.0
2024-10-08 18:59:53;Scope_1_BOT_CH;P1;45.52;0;0;25.0;45.0
2024-10-08 18:59:53;Scope_1_BOT_CH;P2;45.53;0;0;25.0;45.0
2024-10-08 18:59:53;Scope_1_BOT_CH;P3;45.54;0;0;25.0;45.0
2024-10-08 18:59:53;Scope_1_BOT_CH;P4;45.55;0;0;25.0;45.0
2024-10-08 18:59:54;Scope_1_BOT_CH;P5;45.54;0;0;25.0;45.0
2024-10-08 18:59:54;Scope_1_BOT_CH;P6;45.51;0;0;25.0;45.0
2024-10-08 18:59:54;Scope_1_BOT_CH;P7;45.56;0;0;25.0;45.0
2024-10-08 18:59:54;Scope_1_BOT_CH;P8;45.53;0;0;25.0;45.0
2024-10-08 18:59:55;Scope_1_BOT_CH;P1;45.51;0;0;25.0;45.0
2024-10-08 18:59:55;Scope_1_BOT_CH;P2;45.54;0;0;25.0;45.0
2024-10-08 18:59:55;Scope_1_BOT_CH;P3;45.52;0;0;25.0;45.0
2024-10-08 18:59:55;Scope_1_BOT_CH;P4;45.54;0;0;25.0;45.0
2024-10-08 18:59:55;Scope_1_BOT_CH;P5;45.52;0;0;25.0;45.0
2024-10-08 18:59:56;Scope_1_BOT_CH;P6;45.53;0;0;25.0;45.0
2024-10-08 18:59:56;Scope_1_BOT_CH;P7;45.51;0;0;25.0;45.0
2024-10-08 18:59:56;Scope_1_BOT_CH;P8;45.52;0;0;25.0;45.0
2024-10-08 18:59:57;Scope_1_BOT_CH;P1;45.52;0;0;25.0;45.0
2024-10-08 18:59:57;Scope_1_BOT_CH;P2;45.55;0;0;25.0;45.0
2024-10-08 18:59:57;Scope_1_BOT_CH;P3;45.53;0;0;25.0;45.0
2024-10-08 18:59:57;Scope_1_BOT_CH;P4;45.55;0;0;25.0;45.0
2024-10-08 18:59:57;Scope_1_BOT_CH;P5;45.54;0;0;25.0;45.0
2024-10-08 18:59:57;Scope_1_BOT_CH;P6;45.54;0;0;25.0;45.0
2024-10-08 18:59:57;Scope_1_BOT_CH;P7;45.54;0;0;25.0;45.0
2024-10-08 18:59:58;Scope_1_BOT_CH;P8;45.56;0;0;25.0;45.0
2024-10-08 18:59:59;Scope_1_BOT_CH;P1;45.53;0;0;25.0;45.0
2024-10-08 18:59:59;Scope_1_BOT_CH;P2;45.55;0;0;25.0;45.0
2024-10-08 18:59:59;Scope_1_BOT_CH;P3;45.55;0;0;25.0;45.0
2024-10-08 18:59:59;Scope_1_BOT_CH;P4;45.53;0;0;25.0;45.0
2024-10-08 18:59:59;Scope_1_BOT_CH;P5;45.54;0;0;25.0;45.0
2024-10-08 18:59:59;Scope_1_BOT_CH;P6;45.52;0;0;25.0;45.0
2024-10-08 18:59:59;Scope_1_BOT_CH;P7;45.53;0;0;25.0;45.0
2024-10-08 18:59:59;Scope_1_BOT_CH;P8;45.52;0;0;25.0;45.0
2024-10-08 19:00:00;Scope_1_BOT_CH;P1;45.52;0;0;25.0;45.0
2024-10-08 19:00:00;Scope_1_BOT_CH;P2;45.54;0;0;25.0;45.0
2024-10-08 19:00:00;Scope_1_BOT_CH;P3;45.53;0;0;25.0;45.0
2024-10-08 19:00:00;Scope_1_BOT_CH;P4;45.54;0;0;25.0;45.0
2024-10-08 19:00:01;Scope_1_BOT_CH;P5;45.54;0;0;25.0;45.0
2024-10-08 19:00:01;Scope_1_BOT_CH;P6;45.52;0;0;25.0;45.0
2024-10-08 19:00:01;Scope_1_BOT_CH;P7;45.53;0;0;25.0;45.0
2024-10-08 19:00:01;Scope_1_BOT_CH;P8;45.52;0;0;25.0;45.0
